Code,Location_n,Country,Latitude,Longitude,Date_colle,number_col,Afum_01,number_ARA,ARAf_01,colonies_A,SAMPLE_1_e,urban_rura,tasmax
WS18-081-02,2,UK,52.73,-0.36,18/12/2018,2,1,0,0,1,21,urban,9.950814247
WS18-078-01,1,UK,52.63,-0.34,20/12/2018,1,1,0,0,1,21,urban,10.94581795
WS18-078-02,2,UK,52.58,-0.23,20/12/2018,1,1,0,0,1,21,urban,11.22829723
WS18-011-01,1,UK,51.39,-0.19,17/12/2018,0,0,0,0,0,20,urban,10.81690884
WS18-130-01,1,UK,51.53,-0.18,assume17/12/2018,3,1,0,0,1,20,urban,10.69721985
WS18-130-02,2,UK,51.53,-0.18,assume17/12/2018,0,0,0,0,0,20,urban,10.69721985
WS18-152-02,2,UK,51.53,-0.15,14/12/2018,0,0,0,0,0,20,urban,4.279835701
WS18-049-02,2,UK,51.53,-0.15,17/12/2018,2,1,0,0,1,20,urban,10.82425404
WS18-030-01,1,UK,51.54,-0.14,17/12/2018,1,1,0,0,1,20,urban,10.85301208
WS18-156-02,2,UK,50.84,-0.14,17/12/2018,0,0,0,0,0,21,urban,10.83356762
WS18-156-01,1,UK,50.84,-0.13,17/12/2018,0,0,0,0,0,21,urban,10.53100872
WS18-004-01,1,UK,50.96,-0.11,12/12/2018,0,0,0,0,0,21,urban,7.676723003
WS18-004-02,2,UK,50.96,-0.11,12/12/2018,0,0,0,0,0,21,urban,7.676723003
WS18-024-01,1,UK,51.45,-0.11,18/12/2018,0,0,0,0,0,20,urban,10.33564186
WS18-024-02,2,UK,51.45,-0.11,18/12/2018,1,1,0,0,1,20,urban,10.33564186
WS18-009-01,1,UK,51.46,-0.08,17/12/2018,1,1,0,0,1,20,urban,10.96146393
WS18-009-02,2,UK,51.46,-0.08,17/12/2018,0,0,0,0,0,20,urban,10.96146393
WS18-030-02,2,UK,51.52,-0.08,17/12/2018,1,1,0,0,1,20,urban,10.9200716
WS18-092-01,1,UK,51.54,-0.08,19/12/2018,0,0,0,0,0,20,urban,9.807922363
WS18-092-02,2,UK,51.54,-0.08,19/12/2018,0,0,0,0,0,20,urban,9.807922363
WS18-011-02,2,UK,51.51,-0.07,17/12/2018,0,0,0,0,0,20,urban,10.90836143
WS18-033-02,2,UK,51.47,-0.04,17/12/2018,1,1,0,0,1,20,urban,11.02344227
WS18-033-01,1,UK,51.47,-0.04,17/12/2018,1,1,0,0,1,20,urban,11.02344227
WS18-049-01,1,UK,51.55,0.02,17/12/2018,1,1,0,0,1,20,urban,10.8617363
WS18-108-01,1,UK,51.43,0.07,17/12/2018,1,1,0,0,1,20,urban,10.67037392
WS18-044-01,1,UK,51.39,0.12,18/12/2018,0,0,0,0,0,21,urban,9.833929062
WS18-044-02,2,UK,51.39,0.12,18/12/2018,0,0,0,0,0,21,urban,9.833929062
WS18-048-02,2,UK,51.88,0.17,17/12/2018,11,1,0,0,1,21,urban,9.769997597
WS18-048-01,1,UK,51.86,0.17,17/12/2018,11,1,0,0,1,21,urban,9.696661949
WS18-122-01,1,UK,52.00,0.20,21/12/2018,0,0,0,0,0,1,rural,11.89103985
WS18-122-02,2,UK,52.00,0.20,21/12/2018,0,0,0,0,0,1,rural,11.89103985
WS18-077-01,1,UK,52.02,0.24,17/12/2018,1,1,0,0,1,21,urban,9.463025093
WS18-051-02,2,UK,52.40,0.27,17/12/2018,0,0,0,0,0,21,urban,9.608585358
WS18-025-02,2,UK,51.72,0.47,17/12/2018,2,1,0,0,1,20,urban,10.17073727
WS18-162-02,2,UK,51.18,0.48,20/12/2018,0,0,0,0,0,4,rural,12.75130177
WS18-162-01,1,UK,51.18,0.48,20/12/2018,0,0,0,0,0,4,rural,12.75130177
WS18-025-01,1,UK,51.72,0.49,17/12/2018,0,0,0,0,0,21,urban,10.08217716
WS18-031-01,1,UK,51.76,0.54,17/12/2018,2,1,0,0,1,21,urban,9.939346313
WS18-031-02,2,UK,51.76,0.54,17/12/2018,1,1,0,0,1,21,urban,9.939346313
WS18-141-01,1,UK,51.88,0.88,20/12/2018,2,1,0,0,1,21,urban,12.3900938
WS18-141-02,2,UK,51.87,0.94,20/12/2018,1,1,0,0,1,20,urban,12.48744202
WS18-051-01,1,UK,52.33,1.20,17/12/2018,4,1,0,0,1,4,rural,9.083620071
WS18-091-01,1,UK,52.61,1.26,18/12/2018,0,0,0,0,0,21,urban,9.100554466
WS18-091-02,2,UK,52.61,1.26,18/12/2018,1,1,0,0,1,21,urban,9.100554466
WS18-014-01,1,UK,52.09,1.32,17/12/2018,1,1,0,0,1,21,urban,9.413837433
WS18-014-02,2,UK,52.09,1.32,17/12/2018,3,1,0,0,1,21,urban,9.413837433
WS18-013-01,1,UK,52.14,1.44,17/12/2018,0,0,0,0,0,21,urban,9.262223244
WS18-013-02,2,UK,52.14,1.44,17/12/2018,1,1,0,0,1,21,urban,9.262223244
WS18-143-01,1,UK,52.20,1.58,19/12/2018,2,1,0,0,1,21,urban,9.444604874
WS18-143-02,2,UK,52.16,1.59,19/12/2018,0,0,0,0,0,21,urban,9.425286293
WS18-144-02,2,UK,,,20/12/2018,0,0,0,0,0,21,urban,
